Kind,MissingResource,ModelCount,Models
texture1,pfh0_head252_n,2,pfh0_head252 pfh0_head253
texture1,pfh0_head254_n,1,pfh0_head254
texture1,pfh0_head255_n,1,pfh0_head255
texture1,pfh0_head256_n,1,pfh0_head256
texture1,pfh0_head259_n,1,pfh0_head259
texture1,pfh0_head260_n,1,pfh0_head260
texture1,pfh0_head261_n,1,pfh0_head261
texture1,pfh0_head270_n,1,pfh0_head270
texture1,pfh0_head271_n,1,pfh0_head271
texture1,pmh0_chest130_n,1,pmh0_chest130
texture1,pmh0_chest271_n,4,pmd0_chest271 pme0_chest271 pmh0_chest271 pmo0_chest271
texture1,pmh0_handl110_n,11,pma0_handl110 pma2_handl110 pmd2_handl110 pme0_handl110 pme2_handl110 pmg0_handl110 pmg2_handl110 pmh0_handl110 pmh2_handl110 pmo0_handl110 pmo2_handl110
texture1,pmh0_handr110_n,11,pma0_handr110 pma2_handr110 pmd2_handr110 pme0_handr110 pme2_handr110 pmg0_handr110 pmg2_handr110 pmh0_handr110 pmh2_handr110 pmo0_handr110 pmo2_handr110
texture1,pmh0_head284_n,1,pmh0_head284
texture1,pmh0_robe260_n,16,pfd0_robe260 pfd211 pfe0_robe260 pfe211 pfh0_robe260 pfh211 pfo0_robe260 pfo211 pmd0_robe260 pmd211 pme0_robe260 pme211 pmh0_robe260 pmh211 pmo0_robe260 pmo211
texture1,pmz0_bicepl223_n,2,pfz0_bicepl223 pmz0_bicepl223
texture1,pmz0_bicepl226_n,2,pfz0_bicepl226 pmz0_bicepl226
texture1,pmz0_bicepr223_n,2,pfz0_bicepr223 pmz0_bicepr223
texture1,pmz0_bicepr226_n,2,pfz0_bicepr226 pmz0_bicepr226
texture1,pmz0_chest225_n,2,pfz0_chest225 pmz0_chest225
texture1,pmz0_chest228_n,2,pfz0_chest228 pmz0_chest228
texture1,pmz0_footl019_n,2,pfz0_footl019 pmz0_footl019
texture1,pmz0_footl022_n,2,pfz0_footl022 pmz0_footl022
texture1,pmz0_footr019_n,2,pfz0_footr019 pmz0_footr019
texture1,pmz0_footr022_n,2,pfz0_footr022 pmz0_footr022
texture1,pmz0_forel224_n,2,pfz0_forel224 pmz0_forel224
texture1,pmz0_forel227_n,2,pfz0_forel227 pmz0_forel227
texture1,pmz0_forer224_n,2,pfz0_forer224 pmz0_forer224
texture1,pmz0_forer227_n,2,pfz0_forer227 pmz0_forer227
texture1,pmz0_handl223_n,2,pfz0_handl223 pmz0_handl223
texture1,pmz0_handl226_n,2,pfz0_handl226 pmz0_handl226
texture1,pmz0_handr223_n,2,pfz0_handr223 pmz0_handr223
texture1,pmz0_handr226_n,2,pfz0_handr226 pmz0_handr226
texture1,pmz0_head033_n,2,pfz0_head033 pmz0_head033
texture1,pmz0_head036_n,2,pfz0_head036 pmz0_head036
texture1,pmz0_legl019_n,2,pfz0_legl019 pmz0_legl019
texture1,pmz0_legl022_n,2,pfz0_legl022 pmz0_legl022
texture1,pmz0_legr019_n,2,pfz0_legr019 pmz0_legr019
texture1,pmz0_legr022_n,2,pfz0_legr022 pmz0_legr022
texture1,pmz0_pelvis019_n,2,pfz0_pelvis019 pmz0_pelvis019
texture1,pmz0_pelvis023_n,2,pfz0_pelvis023 pmz0_pelvis023
texture1,pmz0_shinl019_n,2,pfz0_shinl019 pmz0_shinl019
texture1,pmz0_shinl022_n,2,pfz0_shinl022 pmz0_shinl022
texture1,pmz0_shinr019_n,2,pfz0_shinr019 pmz0_shinr019
texture1,pmz0_shinr022_n,2,pfz0_shinr022 pmz0_shinr022
texture1,ttd01_barel_n,3,ttd01_o16_01 ttd01_p16_01 ttd_udoor_01
texture2,f_brahmin_s,8,pfd0_neck199 pfe0_neck199 pfh0_neck199 pfo0_neck199 pmd0_neck199 pme0_neck199 pmh0_neck199 pmo0_neck199
texture2,helm_037_s,1,helm_037
texture2,pfh0_chest271_s,4,pfd0_chest271 pfe0_chest271 pfh0_chest271 pfo0_chest271
texture2,pfh0_chest303_s,3,pfd0_chest303 pfe0_chest303 pfh0_chest303
texture2,pfh0_head252_s,2,pfh0_head252 pfh0_head253
texture2,pfh0_head254_s,1,pfh0_head254
texture2,pfh0_head255_s,1,pfh0_head255
texture2,pfh0_head256_s,1,pfh0_head256
texture2,pfh0_head260_s,1,pfh0_head260
texture2,pfh0_head261_s,1,pfh0_head261
texture2,pfh0_head270_s,1,pfh0_head270
texture2,pfh0_head271_s,1,pfh0_head271
texture2,pfh0_legl265_s,4,pfd0_legl265 pfe0_legl265 pfh0_legl265 pfo0_legl265
texture2,pfh0_legr265_s,4,pfd0_legr265 pfe0_legr265 pfh0_legr265 pfo0_legr265
texture2,pfh0_pelvis266_s,4,pfd0_pelvis266 pfe0_pelvis266 pfh0_pelvis266 pfo0_pelvis266
texture2,pmh0_chest271_s,4,pmd0_chest271 pme0_chest271 pmh0_chest271 pmo0_chest271
texture2,pmh0_handl110_s,11,pma0_handl110 pma2_handl110 pmd2_handl110 pme0_handl110 pme2_handl110 pmg0_handl110 pmg2_handl110 pmh0_handl110 pmh2_handl110 pmo0_handl110 pmo2_handl110
texture2,pmh0_handr110_s,11,pma0_handr110 pma2_handr110 pmd2_handr110 pme0_handr110 pme2_handr110 pmg0_handr110 pmg2_handr110 pmh0_handr110 pmh2_handr110 pmo0_handr110 pmo2_handr110
texture2,pmh0_head284_s,1,pmh0_head284
texture2,pmh0_head289_s,1,pmh0_head289
texture2,pmh0_legl265_s,4,pmd0_legl265 pme0_legl265 pmh0_legl265 pmo0_legl265
texture2,pmh0_legr265_s,4,pmd0_legr265 pme0_legr265 pmh0_legr265 pmo0_legr265
texture2,pmh0_pelvis266_s,4,pmd0_pelvis266 pme0_pelvis266 pmh0_pelvis266 pmo0_pelvis266
texture2,pmh0_robe260_s,16,pfd0_robe260 pfd211 pfe0_robe260 pfe211 pfh0_robe260 pfh211 pfo0_robe260 pfo211 pmd0_robe260 pmd211 pme0_robe260 pme211 pmh0_robe260 pmh211 pmo0_robe260 pmo211
texture2,pmz0_chest227_s,1,pmz0_chest227
texture2,ttd01_barel_s,3,ttd01_o16_01 ttd01_p16_01 ttd_udoor_01
texture3,pmz0_bicepl225_r,2,pfz0_bicepl225 pmz0_bicepl225
texture3,pmz0_bicepr225_r,2,pfz0_bicepr225 pmz0_bicepr225
texture3,pmz0_chest227_r,2,pfz0_chest227 pmz0_chest227
texture3,pmz0_footl021_r,2,pfz0_footl021 pmz0_footl021
texture3,pmz0_footr021_r,2,pfz0_footr021 pmz0_footr021
texture3,pmz0_forel226_r,2,pfz0_forel226 pmz0_forel226
texture3,pmz0_forer226_r,2,pfz0_forer226 pmz0_forer226
texture3,pmz0_handl225_r,2,pfz0_handl225 pmz0_handl225
texture3,pmz0_handr225_r,2,pfz0_handr225 pmz0_handr225
texture3,pmz0_legl021_r,2,pfz0_legl021 pmz0_legl021
texture3,pmz0_legr021_r,2,pfz0_legr021 pmz0_legr021
texture3,pmz0_pelvis022_r,1,pmz0_pelvis022
texture3,pmz0_shinl021_r,2,pfz0_shinl021 pmz0_shinl021
texture3,pmz0_shinr021_r,2,pfz0_shinr021 pmz0_shinr021
texture5,mira_head_i,1,pfh0_head270
